caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
1216,.75999999,73592.68005900001,1,2,2,41,1,0,4,2,5,1,0,10,14,0,1,0,0
1217,.90759999,87883.96958800001,0,2,2,39,1,0,4,4,5,1,1,16,13,0,0,0,0
1218,1.3033,126194.704999,0,2,1,45,1,1,3,4,4,1,0,12,1,0,0,0,0
1221,.74190003,71836.11367000001,2,2,1,48,1,1,1,6,5,1,0,12,15,1,1,0,0
1222,.77710003,75246.436048,0,2,1,57,1,1,3,4,5,1,0,16,14,0,0,0,0
1223,.74190003,71836.11367000001,2,1,1,45,0,1,1,4,1,1,1,11,5,0,1,0,1
1227,.44999999,43577.123499,4,1,2,40,0,0,4,4,5,1,0,12,10,1,1,1,1
1234,.57499999,55677.445535,3,1,2,32,0,0,3,5,5,1,1,16,9,1,1,0,1
1236,.75999999,73592.68005900001,2,2,2,45,1,0,2,4,5,1,1,12,1,0,0,1,1
1237,.9242,89488.096089,1,1,2,27,0,0,2,2,1,1,1,17,12,0,1,0,0
1238,.62180001,60212.394203,3,1,4,53,0,0,3,7,1,0,0,17,15,1,1,0,1
1239,.96139997,93087.516613,2,1,1,38,0,1,1,6,3,1,0,17,6,0,1,0,1
1240,1.1503,111379.627975,4,1,1,69,0,1,3,3,4,1,0,17,15,1,1,1,1
1242,1.8521,179340.440202,2,2,1,24,1,1,2,5,1,1,0,17,13,1,1,0,0
1243,1.1503,111379.627975,4,1,1,66,0,1,4,5,5,1,0,17,25,1,1,1,1
1244,2.5409,246036.044184,2,1,1,57,0,1,4,5,2,1,0,17,21,0,1,0,1
1245,2.8968,280498.58566,2,2,1,40,1,1,2,6,3,1,1,17,14,1,1,0,0
1246,2.5409,246036.044184,3,1,1,56,0,1,4,5,5,1,1,17,13,1,1,0,1
1247,3.7042999,358679.696587,1,2,1,26,1,1,3,6,5,1,1,17,6,0,1,0,0
1248,2.4054999,232918.373633,0,1,1,33,0,1,1,5,5,1,1,17,24,0,0,0,0
1249,.20460001,19809.676054,2,1,2,36,0,0,3,4,4,1,0,12,14,1,1,0,0
1251,.588,56938.655234,3,1,1,35,0,1,1,6,3,1,0,14,11,1,1,1,0
1252,.70819998,68569.997349,0,2,1,43,1,1,1,4,1,1,0,14,14,0,0,0,0
1253,.89050001,86229.350636,3,1,1,57,0,1,2,4,1,1,1,12,21,0,1,1,1
1254,.94870001,91858.414882,0,2,1,23,1,1,1,4,1,1,0,12,1,0,0,0,0
1258,.80470002,77920.44650400001,0,2,1,37,1,1,3,4,3,1,0,14,9,0,0,0,0
1259,2.5409,246036.044184,2,1,1,51,0,1,3,5,4,1,1,16,15,1,1,0,0
1260,1.577,152702.666812,4,2,1,83,1,1,4,4,3,1,0,16,10,1,1,1,1
1262,2.4258001,234885.187461,3,1,1,49,0,1,3,4,4,1,1,12,17,1,1,0,1
1263,2.5409,246036.044184,2,2,1,49,1,1,3,4,5,1,1,17,12,1,1,0,0
1264,1.3206,127870.856945,2,2,1,83,1,1,4,6,4,1,0,12,13,1,1,0,0
1265,2.0309999,196659.528423,4,1,1,57,0,1,4,6,1,1,1,14,17,1,1,1,1
1268,1.6295,157778.1551,2,1,1,23,0,1,4,7,5,1,0,12,10,0,1,1,0
1269,3.0021,290690.939707,4,2,1,70,1,1,3,6,1,1,1,17,7,1,1,1,1
1271,1.5554,150604.579287,0,1,1,28,0,1,2,4,2,1,0,16,9,0,0,0,0
1272,2.1277001,206026.786996,4,2,1,58,1,1,4,4,3,1,1,12,5,1,1,1,1
1274,2.523,244295.020751,1,2,1,55,1,1,1,4,2,1,1,11,3,0,1,0,0
1275,.96600002,93533.181883,1,1,1,61,0,1,3,5,3,1,0,13,19,0,1,0,0
1276,2.9809,288633.925096,3,1,1,83,0,1,4,4,5,1,1,11,8,1,1,0,1
1280,.47130001,45637.830566,3,1,4,37,0,0,3,2,4,1,1,13,14,1,1,0,1
1281,1.6295,157778.1551,1,1,1,26,0,1,3,6,4,1,0,12,9,1,0,0,0
1282,2.0309999,196659.528423,2,2,1,51,1,1,4,6,5,1,1,16,15,1,1,0,0
1284,2.3996,232352.71608,2,1,1,70,0,1,3,3,2,1,1,13,15,1,1,0,0
1285,1.5554,150604.579287,4,1,1,21,0,1,4,3,3,1,0,15,2,1,1,1,1
1286,3.1019001,300352.843395,4,2,1,29,1,1,2,6,5,1,1,12,1,1,1,1,1
1287,2.8968,280498.58566,2,2,1,47,1,1,4,4,5,1,1,16,2,1,1,0,0
1288,1.0581,102457.517474,4,1,1,32,0,1,4,3,2,1,0,12,17,1,1,1,1
1289,2.4054999,232918.373633,0,1,1,32,0,1,1,5,1,1,1,16,21,0,0,0,0
1290,2.4809,240227.653827,0,1,1,43,0,1,4,4,3,1,1,17,22,0,0,0,0
1291,.62180001,60212.394203,0,2,1,57,1,1,4,5,4,0,0,16,14,0,0,0,0
1292,1.1446,110833.892905,0,2,1,32,1,1,1,4,2,1,0,14,18,0,0,0,0
1293,2.9609001,286696.935889,0,2,1,27,1,1,1,2,2,1,0,17,1,0,0,0,0
1295,2.3155,224205.846596,0,1,1,49,0,1,3,5,2,1,1,14,21,0,0,0,0
1296,.57050002,55245.446406,0,1,1,43,0,1,4,5,4,1,1,14,18,0,0,0,0
1297,1.4515001,140544.751357,0,2,1,56,1,1,4,4,5,1,1,12,1,0,0,0,0
1299,1.7333,167837.761093,0,1,1,51,0,1,4,5,5,1,1,17,20,0,0,0,0
1300,.78979999,76472.956313,2,2,1,45,1,1,4,2,4,1,0,14,14,0,0,1,1
1301,.78979999,76472.956313,0,2,1,47,1,1,3,7,4,1,0,14,14,0,0,0,0
1302,1.9761,191346.982362,0,2,4,43,1,0,3,2,3,1,1,17,23,0,0,0,0
1303,2.3004999,222758.520739,0,1,1,60,0,1,3,5,1,1,1,16,19,0,0,0,0
1307,2.0309999,196659.528423,2,2,1,55,1,1,3,5,5,1,1,14,1,1,0,0,1
1308,1.7627,170677.24825,0,1,1,25,0,1,2,2,1,1,0,13,12,0,0,0,0
1309,1.2091,117075.918685,0,2,1,53,1,1,3,4,4,1,0,15,15,0,0,0,0
1310,1.3384,129592.297176,4,2,5,32,1,0,1,2,1,1,1,17,20,1,1,1,1
1311,1.3433,130069.026202,0,2,1,48,1,1,4,4,2,1,0,15,13,0,0,0,0
1312,.76880002,74446.391017,1,2,1,72,1,1,1,4,4,1,0,12,7,0,1,0,0
1316,.47189999,45696.238284,1,2,4,22,1,0,1,5,5,0,0,11,1,0,0,1,0
1318,.41029999,39730.151891,3,1,4,49,0,0,3,2,3,1,1,12,17,0,1,1,1
1319,.2476,23974.1439,2,2,1,30,1,1,3,4,3,1,1,14,10,0,0,1,1
1321,.62110001,60145.368854,2,2,1,59,1,1,4,2,5,1,0,15,17,1,1,0,0
1325,.77710003,75246.436048,2,1,1,49,0,1,4,6,5,1,0,16,5,1,1,0,0
1328,.2604,25210.464906,3,2,4,55,1,0,4,4,5,1,0,12,17,0,1,1,1
1331,.3784,36635.756703,2,1,1,78,0,1,4,3,5,1,1,17,12,0,1,0,1
1332,.37990001,36785.852794,0,2,1,26,1,1,3,6,4,1,1,13,1,0,0,0,0
1335,.2455,23766.753643,1,1,4,67,0,0,3,6,5,1,0,12,13,0,0,0,1
1336,.2455,23766.753643,3,2,1,60,1,1,3,3,4,1,1,12,1,0,1,1,1
1337,.4492,43494.299295,1,2,4,28,1,0,1,5,3,1,0,10,4,0,0,1,0
1338,.25940001,25116.076899,1,1,1,33,0,1,1,2,4,1,1,12,14,0,1,0,0
1341,.94870001,91858.414882,0,2,1,28,1,1,3,4,4,1,0,12,6,0,0,0,0
1343,.2604,25210.464906,0,1,4,52,0,0,2,4,4,1,0,10,7,0,0,0,0
1344,.2485,24064.240442,1,2,1,57,1,1,4,4,5,1,0,14,12,0,1,0,0
1345,.1742,16868.021992,0,2,2,63,1,0,3,6,5,1,0,16,3,0,0,0,0
1346,.616,59650.749129,3,1,1,33,0,1,1,5,2,1,0,12,13,1,1,1,0
1347,.9181,88903.46647,1,1,1,77,0,1,3,4,1,1,0,17,11,0,1,0,0
1348,.3098,29993.479468,1,1,4,35,0,0,3,4,5,1,1,16,21,0,1,0,0
1349,.31400001,30403.480249,0,1,4,40,0,0,2,4,1,1,0,11,17,0,0,0,0
1353,.3723,36050.743434,0,1,4,49,0,0,3,6,4,1,1,11,8,0,0,0,0
1354,.25940001,25116.076899,3,2,1,38,1,1,1,4,4,1,1,12,2,0,1,1,1
1356,.62110001,60145.368854,2,1,1,58,0,1,1,4,5,1,1,14,18,1,1,0,0
1357,.26109999,25282.514793,1,2,1,56,1,1,4,5,5,1,1,13,7,0,1,0,0
1358,.72320002,70026.547101,1,1,1,27,0,1,1,4,5,1,1,14,19,0,1,0,0
1359,.56239998,54455.002476,2,2,1,69,1,1,3,4,3,1,1,13,7,1,1,0,0
1360,.9181,88903.46647,2,1,1,78,0,1,4,7,5,1,0,16,13,1,1,0,0
1362,.47099999,45605.220374,1,2,1,44,1,1,3,6,5,1,1,10,19,0,1,0,0
1363,.41029999,39730.151891,0,2,1,58,1,1,4,4,5,1,1,12,1,0,0,0,0
1364,.3714,35961.215851,2,1,4,29,0,0,3,2,1,1,1,15,17,1,1,0,0
1365,.2879,27872.332366,0,1,1,75,0,1,4,2,4,1,0,14,4,0,0,0,0
1367,.39120001,37881.820675,2,2,6,31,1,0,1,4,4,1,1,12,15,0,0,1,1
1368,.56559998,54761.758469,1,1,1,42,0,1,1,4,4,1,1,17,14,0,1,0,0
1370,.72320002,70026.547101,0,2,1,21,1,1,1,3,4,1,0,13,1,0,0,0,0
1373,.28529999,27622.723203,3,1,1,45,0,1,4,5,4,1,0,15,4,1,1,0,1
1374,.71179998,68922.256895,1,2,1,24,1,1,1,5,2,1,0,11,1,0,0,0,1
1375,1.6381,158611.129956,1,1,1,50,0,1,3,4,3,1,1,12,12,0,1,0,0
1378,.90549999,87681.960272,1,1,1,21,0,1,4,7,5,1,0,15,7,1,0,0,0
1379,.90549999,87681.960272,2,1,1,21,0,1,1,4,4,1,0,13,4,0,1,1,0
1380,.70359999,68127.354431,3,2,1,68,1,1,4,3,1,1,0,17,18,0,1,1,1
1381,1.9831001,192018.360588,3,2,1,50,1,1,4,6,5,1,1,14,14,1,1,0,1
1382,.63690001,61672.683474,2,1,1,61,0,1,2,4,3,1,0,15,17,1,1,0,0
1384,.8739,84616.854675,3,1,1,54,0,1,1,4,5,1,0,11,7,1,1,0,1
1385,1.0743999,104033.691815,3,1,1,25,0,1,3,4,3,1,1,12,16,0,1,1,1
1386,1.7602,170439.791458,3,1,1,55,0,1,3,5,4,1,1,17,18,1,1,0,1
1387,.59750003,57857.776062,2,2,4,22,1,0,4,3,3,1,1,12,8,0,1,1,0
1388,.90549999,87681.960272,3,1,1,21,0,1,4,7,5,1,0,13,11,1,1,0,1
1389,.77710003,75246.436048,2,2,1,58,1,1,4,3,5,1,0,16,15,1,1,0,0
1390,1.0141,98197.761939,2,2,1,40,1,1,3,5,4,1,1,17,4,0,1,0,1
1391,.70819998,68569.997349,0,2,1,46,1,1,3,4,5,1,0,14,20,0,0,0,0
1392,.70359999,68127.354431,2,2,1,65,1,1,3,7,5,1,0,17,18,1,0,0,1
1393,.74489999,72126.457732,3,1,1,54,0,1,2,5,1,1,0,12,20,0,1,1,1
1396,.90549999,87681.960272,3,1,1,27,0,1,4,5,2,1,0,13,18,0,1,1,1
1398,.6437,62333.49768,4,2,1,65,1,1,4,6,5,1,1,14,12,1,1,1,1
1399,1.5612,151165.648156,3,1,1,60,0,1,4,6,3,1,1,17,25,1,1,0,1
1400,.89840001,86988.598591,1,2,1,26,1,1,1,2,4,1,1,12,9,0,0,0,1
1401,.52069998,50420.929812,3,2,4,53,1,0,4,5,4,1,1,12,11,0,1,1,1
1406,.68910003,66727.335461,3,1,1,50,0,1,3,5,1,1,0,14,13,1,1,0,1
1407,.40020001,38748.522519,3,1,2,53,0,0,4,4,4,1,1,14,12,1,1,0,1
1409,.9048,87608.542411,0,2,4,26,1,0,3,2,3,1,0,17,15,0,0,0,0
1414,.38710001,37482.665811,4,1,1,70,0,1,3,1,1,1,0,17,13,1,1,1,1
1416,.65069997,63010.204474,3,1,1,50,0,1,1,4,1,1,0,12,15,0,1,1,1
1419,.4219,40855.608214,0,1,1,44,0,1,2,6,5,1,1,11,14,0,0,0,0
1424,.2314,22408.345153,3,1,2,38,0,0,3,3,3,0,0,17,19,1,1,1,0
1426,.36160001,35013.27355,2,2,4,28,1,0,1,4,3,1,1,14,3,0,0,1,1
1429,2.4054999,232918.373633,1,1,1,32,0,1,4,4,4,1,1,17,20,0,1,0,0
1430,1.4484,140249.755721,4,1,4,45,0,0,2,4,4,1,1,17,24,1,1,1,1
1431,2.4054999,232918.373633,1,2,1,35,1,1,4,5,2,1,1,17,22,0,1,0,0
1432,3.7042999,358679.696587,2,1,1,25,0,1,4,5,1,1,0,17,14,1,1,0,0
1433,2.5409,246036.044184,2,2,1,53,1,1,4,6,5,1,1,17,1,0,1,0,1
1434,2.9749,288059.143545,2,1,1,23,0,1,2,4,1,1,0,12,7,1,1,0,0
1435,2.4258001,234885.187461,2,1,1,43,0,1,1,4,4,1,0,12,17,1,1,0,0
1436,1.5459,149683.259068,1,2,1,40,1,1,1,2,2,1,1,12,1,0,1,0,0
1437,3.5409,342859.078474,2,2,1,23,1,1,1,6,5,1,0,16,3,0,1,0,1
1438,3.1019001,300352.843395,0,2,1,21,1,1,1,6,5,1,0,12,4,0,0,0,0
1439,.90759999,87883.96958800001,2,2,2,41,1,0,3,5,4,1,0,16,19,1,1,0,0
1440,.801,77561.116992,0,2,1,85,1,1,2,3,5,1,0,12,5,0,0,0,0
1442,2.1277001,206026.786996,1,2,1,52,1,1,1,7,3,1,0,12,13,0,1,0,0
1444,2.8968,280498.58566,3,2,1,41,1,1,3,2,5,1,1,17,14,1,1,0,1
1445,2.5409,246036.044184,2,2,1,57,1,1,4,5,5,1,1,17,5,0,1,1,0
1446,2.8968,280498.58566,1,2,1,41,1,1,1,6,3,1,1,16,5,0,1,0,0
1447,.96820003,93750.58030099999,0,1,2,24,0,0,1,7,4,1,0,12,1,0,0,0,0
1448,2.3004999,222758.520739,4,1,1,64,0,1,4,4,4,1,1,17,11,1,1,1,1
1451,2.3004999,222758.520739,3,1,4,64,0,0,2,4,3,1,1,17,11,1,1,1,0
1452,.68800002,66623.20292,3,1,1,68,0,1,4,4,5,1,0,12,16,1,1,1,0
1455,.90759999,87883.96958800001,4,1,2,39,0,0,4,2,4,1,1,16,12,1,1,1,1
1456,2.1445,207647.984424,3,1,1,79,0,1,4,2,4,1,1,17,17,0,1,1,1
1457,.45910001,44451.060742,2,2,4,44,1,0,3,5,5,1,1,14,5,1,1,0,0
1460,2.2843001,221182.215911,0,2,1,67,1,1,3,4,2,1,1,8,11,0,0,0,0
1461,2.1277001,206026.786996,1,2,1,53,1,1,3,4,3,1,0,12,10,0,1,0,0
1463,2.8763001,278513.695145,1,1,1,43,0,1,1,6,2,1,1,11,9,0,1,0,0
1466,2.3155,224205.846596,0,2,1,42,1,1,3,4,3,1,1,14,5,0,0,0,0
1468,2.0143001,195042.252086,0,2,1,31,1,1,1,4,4,1,0,12,11,0,0,0,0
1471,1.0581,102457.517474,4,2,1,38,1,1,3,4,2,1,0,12,6,1,1,1,1
1472,1.1177,108227.796301,2,2,1,55,1,1,4,6,5,1,0,12,14,1,1,0,0
1474,2.3884001,231270.174697,0,2,1,35,1,1,2,4,5,1,1,11,10,0,0,0,0
1476,1.9459,188417.796081,2,1,1,26,0,1,1,5,5,1,0,16,16,1,1,0,0
1477,1.2743,123387.383715,1,1,1,39,0,1,3,4,2,1,0,12,13,1,0,0,0
1478,.9012,87262.076763,2,2,2,40,1,0,4,4,4,1,0,11,1,0,1,1,0
1479,1.2743,123387.383715,4,2,1,41,1,1,3,5,4,1,0,12,12,1,1,1,1
1481,1.01,97799.16176800001,2,2,1,38,1,1,2,5,3,0,0,14,9,0,1,1,0
1486,1.2605,122057.052835,3,2,1,83,1,1,3,4,1,1,0,14,6,1,1,1,0
1490,1.7124,165805.577726,2,2,1,47,1,1,1,4,5,1,0,11,4,0,1,1,0
1491,1.0947,105999.340654,4,2,1,62,1,1,4,7,5,1,0,14,12,1,1,1,1
1492,.75190002,72806.328632,3,1,2,39,0,0,4,6,3,1,1,16,17,1,1,0,1
1497,.35179999,34067.479161,1,2,2,26,1,0,2,4,3,1,0,17,13,0,1,0,0
1498,.2208,21375.530953,1,2,2,41,1,0,3,2,4,1,0,14,9,0,1,0,0
1504,.19310001,18693.038376,2,1,2,52,0,0,1,2,4,1,0,14,15,0,0,1,1
1506,.38609999,37386.076751,4,1,2,49,0,0,4,4,1,1,0,14,12,1,1,1,1
1508,.24150001,23386.41434,2,2,2,54,1,0,4,1,5,1,0,17,17,1,1,0,0
1509,.5873,56871.678686,0,2,4,23,1,0,2,2,2,1,0,16,15,0,0,0,0
1511,.2288,22154.406493,3,1,2,38,0,0,4,3,4,1,0,17,20,1,1,0,1
1512,1.0978,106297.015642,0,2,4,32,1,0,2,2,5,1,0,15,13,0,0,0,0
1513,2.3004999,222758.520739,0,1,4,61,0,0,3,5,2,1,0,17,3,0,0,0,0
1514,2.5409,246036.044184,0,2,4,54,1,0,3,5,1,1,0,13,13,0,0,0,0
1518,1.6515,159909.203997,0,2,1,45,1,1,2,2,3,1,1,14,16,0,0,0,0
1520,2.2052,213530.233335,2,2,1,29,1,1,4,5,2,1,0,17,18,0,1,1,0
1522,1.4285001,138324.890292,0,2,1,78,1,1,4,4,4,1,0,13,14,0,0,0,0
1523,1.2091,117075.918685,4,2,1,50,1,1,3,4,2,1,0,15,19,1,1,1,1
1524,.53609997,51905.691108,1,2,2,30,1,0,3,4,5,1,1,12,9,0,1,0,0
1526,.66460001,64357.268856,1,2,2,54,1,0,3,1,5,1,0,12,3,0,0,0,1
1527,3.7042999,358679.696587,0,2,4,28,1,0,1,4,1,1,1,14,15,0,0,0,0
1528,2.1277001,206026.786996,2,2,1,51,1,1,4,6,5,1,1,12,16,1,1,0,0
1533,1.2743,123387.383715,3,1,1,48,0,1,3,7,5,1,0,12,15,1,1,0,1
1534,2.0309999,196659.528423,2,2,1,49,1,1,3,2,3,1,1,13,14,0,1,0,1
1535,2.0309999,196659.528423,2,2,1,53,1,1,3,7,5,1,1,13,1,0,1,0,1
1536,2.0143001,195042.252086,1,2,1,35,1,1,1,3,5,1,0,12,1,0,1,0,0
1540,.83399999,80753.217064,3,2,1,66,1,1,4,5,3,1,1,11,7,0,1,1,1
1544,.74150002,71800.02931500001,1,2,1,52,1,1,4,6,4,1,1,14,13,0,1,0,0
1545,.84539998,81857.139022,0,1,1,41,0,1,3,3,2,1,1,14,12,0,0,0,0
1547,.94870001,91858.414882,1,2,1,29,1,1,2,2,3,1,0,12,14,0,1,0,0
1548,.84539998,81857.139022,0,1,1,47,0,1,3,6,4,1,1,13,13,0,0,0,0
1552,.73540002,71209.564722,2,2,1,36,1,1,4,7,5,1,1,12,11,0,1,1,0
1553,.77679998,75219.998058,2,2,1,54,1,1,4,5,3,1,1,12,17,1,1,0,0
1554,.74150002,71800.02931500001,3,2,1,53,1,1,4,2,2,1,1,14,17,1,1,0,1
1556,1.069,103508.532321,3,2,1,66,1,1,3,4,3,1,0,17,3,1,1,0,1
1557,1.7868,173018.215219,2,2,1,37,1,1,4,5,5,1,1,14,12,1,1,0,0
1558,1.7903,173352.895601,2,1,1,63,0,1,4,4,2,1,1,12,12,1,1,0,0
1561,1.7089,165471.19526,1,2,1,65,1,1,3,4,5,1,1,14,12,0,1,0,0
1562,1.9773999,191467.695781,3,2,1,54,1,1,3,6,5,1,1,12,12,1,1,0,1
1563,2.3362999,226218.579455,1,1,1,75,0,1,4,6,3,1,1,12,17,0,1,0,0
1565,2.1519001,208362.113754,1,2,1,48,1,1,3,5,3,1,1,14,16,0,1,0,0
1572,1.2743,123387.383715,2,1,1,43,0,1,1,6,2,1,0,12,15,1,1,0,0
1573,1.012,97988.34104499999,1,1,1,68,0,1,3,5,3,1,1,12,25,1,0,0,0
1574,1.9263999,186534.548042,2,1,1,69,0,1,4,7,3,1,1,12,14,1,1,0,0
1577,2.4258001,234885.187461,2,2,1,47,1,1,3,7,5,1,0,12,17,1,1,0,0
1578,1.8388,178053.527832,2,2,1,64,1,1,4,3,5,1,1,16,14,1,1,0,0
1580,.44929999,43502.258279,1,2,2,41,1,0,3,4,5,1,0,12,11,0,1,0,0
1581,.37220001,36038.878619,3,1,2,35,0,0,4,4,2,1,0,11,1,1,1,1,0
1582,.375,36313.331364,2,2,2,50,1,0,1,4,2,1,0,15,14,0,1,0,1
1583,.40360001,39082.048644,3,2,2,62,1,0,3,1,5,1,0,12,7,0,1,1,1
1584,.79960001,77425.670923,4,2,1,66,1,1,1,6,1,1,0,16,7,1,1,1,1
1585,.53039998,51354.620889,0,2,2,57,1,0,3,1,5,1,0,10,1,0,0,0,0
1586,1.6863,163281.235382,2,2,1,46,1,1,3,4,4,1,1,12,15,1,1,0,0
1587,1.6681,161520.779304,0,2,1,71,1,1,4,6,5,1,0,13,3,0,0,0,0
1588,.48820001,47273.408761,4,2,2,49,1,0,4,3,5,1,0,14,3,1,1,1,1
1589,.63910002,61887.257138,0,2,1,68,1,1,4,3,1,1,0,13,10,0,0,0,0
1590,.60100001,58194.962053,3,1,2,31,0,0,4,4,4,1,0,15,12,1,1,1,0
1591,.83410001,80760.389652,0,1,1,77,0,1,4,1,4,1,0,13,10,0,0,0,0
1592,.62959999,60966.896175,0,1,2,30,0,0,1,2,5,1,0,12,8,0,0,0,0
1594,.79589999,77066.461379,2,2,5,48,1,0,4,4,3,1,0,12,12,0,1,0,1
1595,1.8961999,183607.459855,2,1,1,68,0,1,1,6,1,1,1,12,7,1,1,0,0
1596,1.5918,154132.922758,2,1,1,43,0,1,2,4,3,1,0,12,24,1,1,0,0
1599,.7597,73562.540935,1,1,1,46,0,1,2,5,4,1,0,16,18,1,0,0,0
1601,1.0929,105826.995148,2,1,1,46,0,1,4,5,1,1,1,13,18,1,1,0,0
1604,.73449999,71121.211075,3,2,2,27,1,0,3,3,3,1,0,17,10,0,1,1,1
1605,1.1998,116176.741478,0,2,1,70,1,1,4,5,4,1,0,15,13,0,0,0,0
1606,.96139997,93087.516613,1,1,5,30,0,0,3,4,4,1,0,14,14,0,1,0,0
1607,2.5139,243420.107469,2,1,1,75,0,1,4,5,5,1,1,12,12,1,1,0,0
1608,1.0639,103013.733492,1,2,1,54,1,1,3,4,5,1,0,12,10,0,1,0,0
1609,.75999999,73592.68005900001,1,2,2,47,1,0,3,6,5,1,0,12,14,0,1,0,0
1612,1.0072,97521.44791,2,2,1,35,1,1,2,4,1,1,0,12,18,0,1,0,1
1613,.96820003,93750.58030099999,2,1,2,22,0,0,3,3,3,1,1,12,15,0,1,0,1
1614,2.1277001,206026.786996,0,2,1,57,1,1,4,4,3,1,0,12,17,0,0,0,0
1618,.54110003,52398.570634,1,2,2,34,1,0,1,2,4,1,0,12,3,0,1,0,0
1622,.9867,95541.10163799999,2,1,2,20,0,0,1,5,4,1,0,11,1,1,1,0,0
1627,.39719999,38455.691679,2,1,2,26,0,0,2,3,3,1,0,14,12,1,1,0,0
1634,.2834,27438.566457,2,1,2,71,0,0,3,4,5,1,0,16,8,1,1,0,0
1639,.67119998,64989.386561,2,1,1,38,0,1,1,4,2,1,0,12,9,0,1,1,0
1640,1.6166,156530.639717,1,2,1,45,1,1,1,4,4,1,0,11,11,0,1,0,0
1642,.75760001,73362.041591,2,2,4,19,1,0,1,5,3,1,0,12,4,0,0,1,1
1643,1.9367,187531.102641,1,2,1,46,1,1,4,3,5,1,1,12,1,0,0,1,0
1644,.62180001,60212.394203,4,2,4,56,1,0,4,4,4,0,0,17,19,1,1,1,1
1645,.63440001,61431.187315,3,1,2,56,0,0,3,6,5,1,1,13,18,1,1,0,1
1646,.44260001,42858.985041,3,2,5,33,1,0,4,5,3,1,1,16,13,1,1,0,1
1647,1.2981,125691.87586,3,1,1,51,0,1,2,7,4,1,1,15,19,1,1,0,1
1648,1.2801,123954.502595,3,1,1,32,0,1,2,4,4,1,1,16,15,1,1,1,0
1649,.65069997,63010.204474,2,1,1,50,0,1,3,3,2,1,0,12,17,1,1,0,0
1651,.39750001,38486.948304,2,2,1,63,1,1,1,4,5,1,0,11,3,0,1,1,0
1652,.74190003,71836.11367000001,3,2,1,42,1,1,1,2,1,1,1,10,8,0,1,1,1
1653,1.8858,182601.54014,4,1,1,19,0,1,4,2,3,0,0,14,3,1,1,1,1
1654,.80919999,78352.00689999999,1,2,1,57,1,1,3,2,3,1,0,16,14,0,1,0,0
1656,.8035,77797.565048,4,1,1,50,0,1,4,7,5,1,0,10,12,1,1,1,1
1657,.72320002,70026.547101,3,2,5,29,1,0,3,4,4,1,0,13,8,1,1,1,0
1658,1.6184,156704.0138,3,1,1,59,0,1,4,2,2,1,1,16,13,1,1,0,1
1659,2.2555001,218402.143941,4,2,1,25,1,1,2,2,1,1,0,17,4,1,1,1,1
1660,1.4099,136520.238102,3,2,1,49,1,1,3,5,3,1,0,13,14,1,1,1,0
1662,2.9609001,286696.935889,3,1,1,21,0,1,3,5,2,1,0,15,2,0,1,1,1
1663,.9181,88903.46647,4,2,1,85,1,1,4,5,3,1,0,17,12,1,1,1,1
1664,.62110001,60145.368854,3,1,1,51,0,1,2,4,3,1,0,14,17,0,1,1,1
1666,.81699997,79104.7583,3,2,5,66,1,0,2,3,4,1,0,13,14,1,1,0,1
1668,2.6308999,254744.65005,1,2,1,29,1,1,4,3,4,1,1,13,2,0,1,0,0
1669,.7087,68627.172984,3,2,4,43,1,0,1,4,5,1,1,12,2,0,1,1,1
1670,2.0441,197932.151718,3,1,1,62,0,1,4,4,4,1,1,16,18,1,1,1,0
1671,2.0592,199392.967791,3,1,1,51,0,1,2,4,2,1,1,16,15,1,1,0,1
1673,2.4330001,235582.26751,3,1,1,72,0,1,4,4,4,1,1,17,16,1,1,0,1
1674,1.4902,144298.456179,4,1,1,62,0,1,4,6,4,1,1,14,17,1,1,1,1
1675,.57050002,55245.446406,2,2,4,47,1,0,3,2,5,1,1,13,18,1,1,0,0
1676,2.5139,243420.107469,2,1,1,71,0,1,3,4,2,1,1,11,11,1,1,0,0
1677,.49700001,48128.480884,2,2,4,53,1,0,3,4,4,1,0,13,10,0,1,1,0
1678,2.4054999,232918.373633,2,2,1,30,1,1,2,3,3,1,1,17,17,1,1,0,0
1680,1.257,121710.455437,2,2,1,72,1,1,1,4,4,1,0,12,13,0,1,0,1
1682,2.4054999,232918.373633,2,1,1,31,0,1,3,3,3,1,1,16,14,1,1,0,0
1683,1.1576999,112103.293292,0,2,1,46,1,1,1,2,5,0,0,13,10,0,0,0,0
1686,1.5509,150176.917353,1,2,1,22,1,1,1,5,2,1,0,12,8,0,0,0,1
1689,1.4804,143348.941064,0,1,1,26,0,1,1,5,4,1,0,13,13,0,0,0,0
1690,1.1503,111379.627975,1,2,1,64,1,1,4,6,5,1,0,16,8,0,1,0,0
1691,1.257,121710.455437,3,2,1,82,1,1,4,7,5,1,0,12,4,1,1,0,1
1696,2.8968,280498.58566,1,2,1,45,1,1,2,4,4,1,1,17,15,0,1,0,0
1697,2.8968,280498.58566,3,1,1,41,0,1,4,3,3,1,1,17,17,1,1,0,1
1698,1.257,121710.455437,1,2,1,86,1,1,3,4,5,1,0,12,9,0,1,0,0
1700,2.5409,246036.044184,2,1,1,57,0,1,3,4,4,1,1,16,17,1,1,0,0
1701,2.3996,232352.71608,2,1,1,72,0,1,4,6,5,1,1,13,8,1,1,0,0
